Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,AltitudeRange,ConservationStatus,LegalStatus,IsSensitive,ThumbnailUrl
Animalia,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus manacus,Saltarín barbiblanco,manacus-manacus,"Ave pequeña famosa por sus elaborados rituales de cortejo en leks, donde los machos realizan sonidos mecánicos con sus alas. Es un dispersor de semillas clave en los bosques andinos.",0-1500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus,Saltarín cuellidorado,manacus-vitellinus,"Ave de colores vibrantes, principalmente amarillo y negro, que habita en zonas bajas y premontanas. Al igual que otros miembros de su género, es fundamental para la regeneración forestal mediante la dispersión de semillas.",0-1200 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca rustica,Polilla esfinge rústica,manduca-rustica,"Polilla de gran tamaño con patrones crípticos en sus alas, activa principalmente durante el crepúsculo. Sus larvas se alimentan de diversas plantas, incluyendo especies de la familia Solanaceae.",0-2500 msnm,LC,False,False,
Plantae,Pteridophyta,Polypodiopsida,Marattiales,Marattiaceae,Marattia,Marattia laevis,Helecho marattia,marattia-laevis,Helecho arborescente de gran tamaño con frondas pinnadas y esporangios fusionados en sinangios. Es una especie característica de bosques nublados húmedos del Eje Cafetero.,1800-2800 msnm,LC,False,False,https://fm-digital-assets.fieldmuseum.org/1083/636/C0641454F.jpg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Margarornis,Margarornis squamiger,Subepalo perlado,margarornis-squamiger,Ave pequeña de plumaje pardo con manchas blancas en forma de escamas en el pecho. Se desplaza ágilmente por los troncos de los árboles en busca de insectos.,2000-3500 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/c/c1/Margarornis_squamiger_-NBII_Image_Gallery-a00214.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Odontoceridae,Marilia,Marilia,Caddisfly,marilia,Género de insectos acuáticos cuyas larvas construyen estuches protectores con granos de arena o detritos. Son bioindicadores críticos de la calidad del agua en quebradas de montaña.,1000-2500 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/51872893/large.jpeg
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Markia,Markia hystrix,Saltamontes espinoso,markia-hystrix,Saltamontes con una morfología altamente especializada que imita texturas vegetales espinosas para camuflarse. Es un habitante críptico de los estratos medios de la vegetación.,1500-2500 msnm,NE,False,False,
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,Marmosa isthmica,Marmosa de Panamá,marmosa-isthmica,"Marsupial pequeño, arborícola y de hábitos nocturnos. Se alimenta principalmente de insectos y frutos, cumpliendo un rol esencial como dispersor de semillas.",0-2000 msnm,LC,True,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Marpesia,Marpesia berania,Mariposa daga,marpesia-berania,Mariposa de alas con patrones complejos y colas distintivas en las alas posteriores. Es un insecto diurno que habita en zonas boscosas y bordes de selva.,0-1500 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Marpesia,Marpesia corinna,Mariposa daga de alas anchas,marpesia-corinna,Especie de lepidóptero caracterizada por su coloración críptica y forma alar que imita hojas secas. Es común en áreas de transición entre bosque y zonas abiertas.,500-2000 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Hemiptera,Notonectidae,Martarega,Martarega,Chinche nadadora,martarega,Insecto acuático que nada de forma invertida en la superficie de cuerpos de agua. Son depredadores activos de larvas de otros insectos en ecosistemas acuáticos.,500-2500 msnm,NE,False,False,https://live.staticflickr.com/7617/17169734655_0a9e82e5e1_b.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Maruca,Maruca vitrata,Barrenador de las legumbres,maruca-vitrata,Polilla cuyas larvas son una plaga agrícola mayor en cultivos de leguminosas como fríjol y caupí. Se distribuye ampliamente en zonas tropicales y subtropicales.,0-2000 msnm,NE,False,False,
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Maruina,Maruina,Mosquita de los torrentes,maruina,Pequeños dípteros cuyas larvas están adaptadas a vivir en rocas húmedas bajo cascadas o corrientes rápidas. Son indicadores biológicos de la calidad del agua.,1000-3000 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/44183432/original.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia amanda,Orquídea de Amanda,masdevallia-amanda,"Orquídea epífita de flores pequeñas y llamativas, característica de los bosques nublados del Eje Cafetero. Es valorada principalmente por su singular morfología floral y su valor estético en colecciones botánicas.",1800-2500 msnm,LC,True,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia angulifera,Orquídea angulada,masdevallia-angulifera,"Especie epífita con flores de formas angulares y colores oscuros, adaptada a condiciones de alta humedad. Es una especie de distribución restringida que requiere microclimas específicos.",2000-2600 msnm,NT,True,False,http://upload.wikimedia.org/wikipedia/commons/9/9c/Masdevallia_angulifera_Orchi_01.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia bicolor,Masdevallia bicolor,masdevallia-bicolor,"Orquídea de tamaño pequeño con flores que presentan contrastes cromáticos, común en los bosques de niebla de la cordillera central. Es una de las especies más representativas del género en la región.",1500-2800 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/e/ed/Masdevallia_bicolor%2C_habitus%2C_Serres_d%27Auteuil%2C_Paris%2C_France.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia campyloglossa,Masdevallia de lengua curva,masdevallia-campyloglossa,"Especie epífita caracterizada por la forma peculiar de su labelo, que presenta una curvatura distintiva. Habita en zonas de alta pluviosidad en el Eje Cafetero.",1800-2400 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/164665773/original.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia heteroptera,Masdevallia de alas variables,masdevallia-heteroptera,"Orquídea con una morfología floral compleja y variable, adaptada a polinizadores específicos en los bosques nublados. Es una especie poco común y de gran interés para botánicos.",2200-2800 msnm,DD,True,False,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia hortensis,Orquídea de jardín,masdevallia-hortensis,Orquídea epífita endémica de los Andes colombianos con flores pequeñas y vistosas. Se caracteriza por sus sépalos alargados y colores vibrantes que atraen polinizadores específicos.,1800-2500 msnm,VU,True,False,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia picturata,Orquídea pintada,masdevallia-picturata,Orquídea epífita de tamaño pequeño con flores moteadas que presentan una morfología compleja. Es una especie indicadora de la salud de los bosques nublados.,1500-2800 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Matisia,Matisia cordata,Zapote,matisia-cordata,Árbol frutal nativo con frutos carnosos de pulpa anaranjada y sabor dulce. Es un componente importante de los sistemas agroforestales tradicionales en la región andina.,500-2000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/68471092/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria acuminata,Orquídea de punta,maxillaria-acuminata,Orquídea epífita con pseudobulbos y flores solitarias de color variable. Se encuentra comúnmente en bosques húmedos premontanos.,1000-2200 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria embreei,Orquídea de Embree,maxillaria-embreei,Especie de orquídea epífita con flores pequeñas y una estructura floral distintiva. Es una especie rara que requiere condiciones de alta humedad y sombra.,1500-2500 msnm,DD,True,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria lepidota,Orquídea de Maxillaria,maxillaria-lepidota,"Orquídea epífita con flores de sépalos alargados y llamativos, característica de los bosques nublados andinos. Es valorada por su morfología única y su papel como bioindicador de la calidad del ecosistema.",1800-3000 msnm,LC,True,False,
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,Venado soche,mazama-americana,Mamífero ungulado de tamaño mediano que habita en bosques densos y zonas de transición. Es una especie clave para la dispersión de semillas y el equilibrio de los ecosistemas forestales.,0-3000 msnm,DD,True,False,https://upload.wikimedia.org/wikipedia/commons/9/96/Red_Brocket_Deer_in_Barbados_02.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mechanitis,Mechanitis polymnia,Mariposa tigre,mechanitis-polymnia,"Mariposa de colores aposemáticos (naranja, negro y amarillo) que se alimenta de plantas de la familia Solanaceae. Es común en zonas abiertas y bordes de bosque en el Eje Cafetero.",0-2000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mecocerculus,Mecocerculus leucophrys,Tiranuelo gorgiblanco,mecocerculus-leucophrys,"Ave pequeña de hábitos insectívoros que habita en el dosel y sotobosque de los bosques andinos. Es una especie activa y vocal, frecuentemente observada en zonas de alta montaña.",2000-3500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/109200565/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mecocerculus,Mecocerculus stictopterus,Tiranuelo alifranjeado,mecocerculus-stictopterus,"Ave insectívora de alta montaña, identificable por las bandas alares claras. Habita en bosques nublados y zonas de transición hacia el páramo.",2500-3800 msnm,LC,False,False,
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,Megaceryle torquata,Martín pescador grande,megaceryle-torquata,"Ave de gran tamaño con un pico robusto y plumaje azul grisáceo, característica de zonas ribereñas. Es un depredador especializado en la captura de peces en ríos y lagunas del Eje Cafetero.",0-2500 msnm,LC,True,False,
Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,Megascops choliba,Currucutú,megascops-choliba,Pequeño búho nocturno con penachos auriculares y un canto característico que se escucha frecuentemente en áreas rurales y periurbanas. Es un controlador biológico natural de poblaciones de roedores e insectos.,0-2600 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/180245443/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Megaskepasma,Megaskepasma erythrochlamys,Justicia roja,megaskepasma-erythrochlamys,Arbusto ornamental de gran porte con inflorescencias rojas vibrantes que atraen colibríes. Es muy apreciado en jardinería por su floración persistente y adaptabilidad a climas tropicales.,500-2000 msnm,NE,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanchroia,Melanchroia chephise,Polilla de alas blancas,melanchroia-chephise,"Polilla diurna con patrones alares distintivos, a menudo vista en jardines y áreas abiertas. Sus larvas pueden alimentarse de plantas específicas, siendo parte del equilibrio ecológico local.",0-2200 msnm,NE,False,False,
Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes formicivorus,Carpintero bellotero,melanerpes-formicivorus,Ave carpintera conocida por su comportamiento social y su hábito de almacenar bellotas en agujeros perforados en troncos de árboles. Es una especie clave en la dinámica de los bosques andinos.,1500-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes pulcher,Carpintero antioqueño,melanerpes-pulcher,"Ave endémica de Colombia, restringida principalmente a los valles interandinos. Se caracteriza por su plumaje distintivo y su rol ecológico como dispersor de semillas y controlador de poblaciones de insectos en ecosistemas boscosos.",500-2000 msnm,NT,True,False,
Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,Carpintero habado,melanerpes-rubricapillus,"Ave de tamaño mediano con plumaje barrado en el dorso y una mancha roja característica en la corona. Es común en zonas abiertas, jardines y áreas rurales del Eje Cafetero.",0-2000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/1/13/Red-crowned_Woodpecker_%28Melanerpes_rubricapillus%29.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Melanis,Melanis pixe,Mariposa de alas metálicas,melanis-pixe,Mariposa de la familia Riodinidae con patrones de coloración complejos y a menudo iridiscentes. Habita en bordes de bosque y zonas de transición en regiones tropicales.,200-1500 msnm,NE,False,False,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Melipona nigrescens,Abeja angelita negra,melipona-nigrescens,"Abeja sin aguijón nativa de las regiones tropicales, fundamental para la polinización de cultivos y plantas silvestres. Produce mieles de alta calidad con propiedades organolépticas únicas.",500-2200 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Memphis,Memphis lyceus,Mariposa hoja,memphis-lyceus,"Mariposa caracterizada por su capacidad de mimetismo, donde el envés de sus alas asemeja una hoja seca. Es un insecto fascinante desde el punto de vista de la biología evolutiva.",500-2000 msnm,NE,False,False,
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Menemerus,Menemerus bivittatus,Araña saltarina gris,menemerus-bivittatus,Es una araña saltarina cosmopolita que habita frecuentemente en paredes y troncos de árboles. Se caracteriza por su capacidad de caza activa sin necesidad de construir telarañas complejas.,0-2500 msnm,LC,False,False,
Animalia,Chordata,Aves,Anseriformes,Anatidae,Merganetta,Merganetta armata,Pato de los torrentes,merganetta-armata,Ave especializada en vivir en ríos de montaña de corriente rápida y aguas frías. Posee adaptaciones anatómicas únicas para nadar contra la corriente y bucear en busca de alimento.,1500-4500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175492535/original.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Mesothen,Mesothen nomia,Avispa polilla,mesothen-nomia,"Polilla diurna que presenta un mimetismo batesiano notable con las avispas, lo que le confiere protección contra depredadores. Es un polinizador activo en ecosistemas de bosque montano.",1000-2500 msnm,NE,False,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Metallura,Metallura tyrianthina,Colibrí metalura tiria,metallura-tyrianthina,Colibrí pequeño con plumaje iridiscente que habita en los bordes de bosques y zonas arbustivas. Es un polinizador clave para diversas especies de plantas andinas.,1500-3500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/174561665/original.jpeg
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Metallura,Metallura williami,Colibrí metalura de William,metallura-williami,"Colibrí endémico de los Andes centrales de Colombia, con una distribución restringida en zonas de páramo y bosque altoandino. Es una especie de gran interés para la conservación.",2500-4000 msnm,NT,True,False,
Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Metrobates,Metrobates,Zapatero de río,metrobates,"Insectos semiacuáticos que habitan la superficie de corrientes de agua en zonas tropicales. Son depredadores de pequeños insectos que caen al agua, desempeñando un papel clave en el control de poblaciones de mosquitos.",0-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/163597484/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia aeruginosa,Tuno esmeralda,miconia-aeruginosa,Arbusto o árbol pequeño característico de los bosques andinos. Sus frutos son una fuente importante de alimento para la avifauna local.,1500-2800 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/141821336/large.jpg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia affinis,Tuno de monte,miconia-affinis,Especie arbustiva con hojas coriáceas y flores pequeñas dispuestas en panículas. Es una especie pionera que ayuda en la recuperación de suelos degradados.,1000-2200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/81724488/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia asperrima,Tuno áspero,miconia-asperrima,Arbusto con hojas de textura rugosa y áspera al tacto. Se encuentra frecuentemente en bordes de bosque y áreas en regeneración natural.,1200-2600 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia curvitheca,Tuno de flor curva,miconia-curvitheca,Especie arbustiva con inflorescencias características. Es un componente importante de la biodiversidad en los bosques nublados de la región.,1800-3000 msnm,NE,False,False,https://sweetgum.nybg.org/images3/2974/006/03376843.jpg
Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Brachymetra,Brachymetra albinervis,Zapatero de agua,brachymetra-albinervis,Insecto semiacuático que habita en la superficie de cuerpos de agua dulce. Se caracteriza por su capacidad de desplazarse sobre la tensión superficial del agua.,0-2000 msnm,LC,False,False,https://images.phylopic.org/images/bb330abc-f3ed-4d0e-a419-6fecf71ece1a/raster/783x1024.png
Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,Curicta,Curicta,Chinche de agua,curicta,Insecto acuático depredador con apéndices respiratorios alargados. Habita en sedimentos y vegetación sumergida de aguas tranquilas.,500-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/3592812/large.JPG
Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus maxima,Higuerón,ficus-maxima,Árbol de gran porte con raíces aéreas y frutos tipo sicono. Es una especie fundamental para la fauna frugívora en los bosques andinos.,500-2200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/3749534/original.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Grumichella,Grumichella,Caddisfly,grumichella,Insecto acuático cuyas larvas construyen estuches protectores con seda y sedimentos. Son indicadores de aguas limpias y bien oxigenadas.,1000-2800 msnm,LC,False,False,https://live.staticflickr.com/7401/16251065270_21f2bf768b_b.jpg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia latifolia,Tuno,miconia-latifolia,Arbusto o árbol pequeño con hojas grandes y nervaduras marcadas. Produce frutos carnosos consumidos por aves.,1500-2800 msnm,LC,False,False,http://sweetgum.nybg.org/images3/2099/715/02684800.jpg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia longifolia,Tuno largo,miconia-longifolia,Planta arbustiva con hojas lanceoladas alargadas. Es una especie pionera en procesos de regeneración natural de bosques.,1200-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/135915387/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia salicifolia,Tuno de hoja de sauce,miconia-salicifolia,Arbusto con hojas estrechas similares al sauce. Común en bordes de bosques y áreas en regeneración.,1800-3000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/177858597/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia trichocalyx,Tuno peludo,miconia-trichocalyx,Arbusto caracterizado por la presencia de tricomas (pelos) en sus cálices y hojas. Habita en zonas de bosque nublado.,2000-3200 msnm,LC,False,False,
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Micrathena,Micrathena lucasi,Araña espinosa,micrathena-lucasi,Araña con un abdomen característicamente espinoso y formas geométricas. Habita en el sotobosque de selvas y bosques andinos.,500-2500 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Microcylloepus,Microcylloepus,Escarabajo de agua,microcylloepus,Pequeño escarabajo acuático que vive adherido a piedras en corrientes rápidas. Son indicadores biológicos de alta calidad de agua.,1000-3000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/166481955/large.jpg
Animalia,Arthropoda,Insecta,Hemiptera,Veliidae,Microvelia,Microvelia sp.,Zapatero,microvelia-sp,Pequeños insectos semiacuáticos que habitan la superficie de cuerpos de agua estancados. Son depredadores de larvas de mosquitos y otros pequeños invertebrados acuáticos.,0-2500 msnm,NE,False,False,
Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,Micrurus mipartitus,Coral rabo de ají,micrurus-mipartitus,"Serpiente elápida de hábitos principalmente nocturnos y semifosoriales, caracterizada por sus anillos negros y rojos. Es una especie de importancia médica debido a su veneno neurotóxico.",0-2500 msnm,LC,True,False,
Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,Milvago chimachima,Chimachima,milvago-chimachima,"Ave rapaz carroñera y oportunista, muy común en paisajes intervenidos y zonas ganaderas. Se distingue por su plumaje claro y su comportamiento sociable.",0-2600 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/b/b5/Gelbkopfkarakara.JPG
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Mimon,Mimon crenulatum,Murciélago de lanza,mimon-crenulatum,"Murciélago insectívoro y ocasionalmente frugívoro, caracterizado por sus orejas grandes y hoja nasal prominente. Habita principalmente en bosques húmedos tropicales.",0-1500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/56987690/large.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Mimoniades,Mimoniades nurscia,Mariposa saltarina,mimoniades-nurscia,"Mariposa de la familia Hesperiidae, con patrones de coloración oscuros y manchas contrastantes. Son polinizadores activos en los estratos bajos y medios del bosque.",500-2000 msnm,NE,False,False,
Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,Mimus gilvus,Sinsonte tropical,mimus-gilvus,"Ave conocida por su canto complejo y variado, capaz de imitar sonidos de otras especies. Es común en jardines, parques y zonas urbanas del Eje Cafetero.",0-2500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/9/9e/TropicalMockingbird.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,Atrapamoscas aceitunado,mionectes-oleagineus,Pequeño tiránido de plumaje oliváceo que habita en el sotobosque. Es un dispersor de semillas de plantas pequeñas en el bosque húmedo.,0-1800 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta,Mniotilta varia,Reinita trepadora,mniotilta-varia,Ave migratoria neártica que visita Colombia durante el invierno boreal. Se caracteriza por su plumaje estriado en blanco y negro y su hábito de trepar troncos buscando insectos.,0-2500 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/c/ca/8G7D2850a.jpg
Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis,Tordo mirlo,molothrus-bonariensis,Ave parásita de nidos que ha expandido su rango debido a la deforestación. Es muy adaptable y se encuentra en una gran variedad de hábitats abiertos.,0-2800 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/180694968/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Momordica,Momordica charantia,Cundeamor,momordica-charantia,"Planta trepadora con frutos verrugosos de sabor amargo. Es ampliamente utilizada en la medicina tradicional y se considera una maleza en algunas zonas, pero con alto valor nutracéutico.",0-2000 msnm,LC,False,False,
Animalia,Chordata,Aves,Coraciiformes,Momotidae,Momotus,Momotus aequatorialis,Barranquero andino,momotus-aequatorialis,Ave de plumaje colorido y distintiva cola con forma de raqueta que habita en los bosques andinos. Es una especie emblemática para la observación de aves en el Eje Cafetero.,1200-2500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Monnina,Monnina salicifolia,Chilco,monnina-salicifolia,Arbusto de flores azules o púrpuras que crece en bordes de bosque y zonas perturbadas. Es valorado por su capacidad de colonización en suelos degradados.,1800-3200 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/0/0f/Monnina_salicifolia_%282%29.jpg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Monochaetum,Monochaetum glanduliferum,Siete cueros de páramo,monochaetum-glanduliferum,"Arbusto de flores llamativas, generalmente rosadas o púrpuras, común en los ecosistemas de alta montaña. Es una especie clave para la polinización por abejas nativas.",2000-3500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/16461573/large.jpg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Monochaetum,Monochaetum multiflorum,Siete cueros pequeño,monochaetum-multiflorum,"Especie arbustiva de porte bajo con abundantes flores, adaptada a suelos ácidos de montaña. Es un componente importante de la flora de los bosques altoandinos.",2200-3300 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,Morella pubescens,Laurel de cera,morella-pubescens,Arbusto o árbol pequeño cuyas bayas están cubiertas por una capa de cera aromática. Es una especie pionera importante en la regeneración de bosques.,1500-3000 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Morpho,Morpho sulkowskyi,Mariposa morpho blanca,morpho-sulkowskyi,"Mariposa de gran tamaño con alas de color blanco iridiscente, característica de los bosques nublados andinos. Es un indicador de la salud del ecosistema.",1800-3000 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,Mucuna pruriens,Pica pica,mucuna-pruriens,Leguminosa trepadora conocida por los pelos urticantes en sus vainas. Es una planta con alto contenido de L-DOPA en sus semillas.,0-2000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/4/44/Mucuna_pruriens_flower.jpg
Plantae,Tracheophyta,Magnoliopsida,Malvales,Muntingiaceae,Muntingia,Muntingia calabura,Capulín,muntingia-calabura,Árbol de crecimiento rápido con frutos dulces y pequeños muy apreciados por la fauna silvestre. Es una especie pionera excelente para atraer aves a zonas degradadas.,0-1500 msnm,LC,False,False,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Ratón doméstico,mus-musculus,Roedor cosmopolita asociado a asentamientos humanos. Es una especie invasora que compite con la fauna nativa.,0-3000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/252757300/original.jpeg
Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,Musa velutina,Platanillo rosado,musa-velutina,Plátano ornamental de tamaño pequeño con frutos de color rosa brillante y semillas grandes. Es muy apreciado en jardinería por su estética única.,500-2000 msnm,LC,False,False,
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela frenata,Comadreja,mustela-frenata,Pequeño mamífero carnívoro de cuerpo alargado y gran agilidad. Es un depredador oportunista que regula poblaciones de roedores en ecosistemas andinos.,1000-4000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/15955272/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mutisia,Mutisia clematis,Clavel de monte,mutisia-clematis,Planta trepadora con flores vistosas de color rojo o naranja. Es emblemática en los bosques altoandinos por su belleza ornamental.,2000-3500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,Myadestes ralloides,Jilguero andino,myadestes-ralloides,"Ave de canto melodioso y complejo, muy apreciada por observadores de aves. Habita en el dosel de bosques húmedos montanos.",1000-2500 msnm,LC,False,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena alcalina,Hongo alcalino,mycena-alcalina,Hongo pequeño que crece sobre madera en descomposición. Se caracteriza por su olor alcalino y su papel en el ciclo de nutrientes del suelo.,1500-3000 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/243538348/original.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus apicalis,Atrapamoscas apical,myiarchus-apicalis,"Ave insectívora endémica de Colombia, común en zonas abiertas y bordes de bosque. Es un controlador natural de poblaciones de insectos.",0-2000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/3/38/Apical.Flycatcher_Matthew.Gable.jpg
